Wall time,Step,Value
1648749426.1176088,2354,0.0010298955021426082
1648749426.2269118,2361,0.0010513525921851397
1648749426.337909,2368,0.0010732567170634866
1648749426.4486737,2375,0.001095617190003395
1648749426.5595722,2382,0.001118443557061255
1648749426.7331145,2393,0.00115527817979455
1648749426.747917,2394,0.0011586863547563553
1648749426.763018,2395,0.0011621045414358377
1648749426.8419766,2400,0.001179347513243556
1648749426.8723412,2402,0.0011863161344081163
1648749426.9182734,2405,0.001196846249513328
1648749426.9811375,2409,0.0012110320385545492
1648749427.0116653,2411,0.0012181878555566072
1648749427.04322,2413,0.0012253860477358103
1648749427.0605435,2414,0.0012290009763091803
1648749427.0758588,2415,0.0012326266150921583
1648749427.2230113,2424,0.0012657426996156573
1648749427.2383242,2425,0.0012694767210632563
1648749427.28588,2428,0.0012807450257241726
1648749427.3166711,2430,0.0012883128365501761
1648749427.3628526,2433,0.001299748313613236
1648749427.701385,2455,0.0013867694651708007
1648749427.717751,2456,0.0013908605324104428
1648749427.7794654,2460,0.0014073458733037114
1648749427.8571248,2465,0.0014282276388257742
1648749428.0903206,2480,0.0014927504817023873
1648749428.1054988,2481,0.0014971541240811348
1648749428.1211905,2482,0.0015015709213912487
1648749428.1534264,2484,0.0015104435151442885
1648749428.2006323,2487,0.0015238507185131311
1648749428.27978,2492,0.001546461135149002
1648749428.3738663,2498,0.0015740370145067573
1648749428.4995618,2506,0.0016115710604935884
1648749428.5146503,2507,0.0016163253458216786
1648749428.5951116,2512,0.0016403078334406018
1648749428.6092257,2513,0.0016451469855383039
1648749428.6837852,2518,0.0016695570666342974
1648749428.8952694,2532,0.001739849685691297
1648749429.001408,2539,0.0017760981572791934
1648749429.033159,2541,0.0017865928821265697
1648749429.21178,2552,0.0018454320961609483
1648749429.2267003,2553,0.0018508763751015067
1648749429.7295268,2584,0.0020278519950807095
1648749429.8571439,2592,0.002076207660138607
1648749429.872499,2593,0.0020823327358812094
1648749429.8878162,2594,0.002088475739583373
1648749429.9202409,2596,0.0021008162293583155
1648749429.9357026,2597,0.002107013715431094
1648749429.9504473,2598,0.0021132295951247215
1648749430.184632,2613,0.0022086985409259796
1648749430.414561,2628,0.0023084806744009256
1648749430.4297657,2629,0.0023152907378971577
1648749430.4777267,2632,0.0023358422331511974
1648749430.5534754,2637,0.0023705007042735815
1648749430.631912,2642,0.002405673498287797
1648749430.6625435,2644,0.002419888274744153
1648749430.8574734,2656,0.002506958320736885
1648749430.9872336,2664,0.0025667387526482344
1648749431.0218694,2666,0.0025819053407758474
1648749431.100386,2671,0.002620214829221368
1648749431.3743732,2688,0.002754769753664732
1648749431.43412,2692,0.002787420991808176
1648749431.4963057,2696,0.002820459194481373
1648749431.6204398,2704,0.0028877153526991606
1648749431.6355274,2705,0.0028962341602891684
1648749431.700061,2709,0.0029305622447282076
1648749431.7941742,2715,0.002982818754389882
1648749431.8395634,2718,0.0030092953238636255
1648749431.8547945,2719,0.0030181731563061476
1648749432.0142076,2729,0.0031084029469639063
1648749432.0752537,2733,0.003145245835185051
1648749432.105018,2735,0.0031638306099921465
1648749432.1366785,2737,0.0031825252808630466
1648749432.1670828,2739,0.0032013303134590387
1648749432.181858,2740,0.0032107746228575706
1648749432.348383,2750,0.0033067623153328896
1648749432.395161,2753,0.0033361143432557583
1648749432.4739645,2758,0.0033856146037578583
1648749432.5728061,2764,0.003445985494181514
1648749432.5891395,2765,0.003456151345744729
1648749432.605019,2766,0.0034663472324609756
1648749432.63593,2768,0.0034868293441832066
1648749432.6518326,2769,0.0034971158020198345
1648749432.6845832,2771,0.003517779754474759
1648749432.715416,2773,0.003538565943017602
1648749432.795348,2778,0.003591070184484124
1648749432.8256917,2780,0.0036122892051935196
1648749432.8753815,2783,0.0036443532444536686
1648749432.8910468,2784,0.0036551044322550297
1648749432.92357,2786,0.0036767020355910063
1648749433.2292478,2805,0.003888350911438465
1648749434.896714,2816,0.004016409162431955
1648749434.926476,2818,0.004040141589939594
1648749434.941533,2819,0.004052060190588236
1648749434.9738786,2821,0.004076003562659025
1648749434.9891255,2822,0.004088027868419886
1648749435.1775913,2833,0.004222662188112736
1648749435.2078054,2835,0.004247613251209259
1648749435.2535877,2838,0.004285316914319992
1648749435.2858934,2840,0.004310638178139925
1648749435.3010666,2841,0.004323354922235012
1648749435.3474326,2844,0.00436173053458333
1648749435.396495,2847,0.0044004470109939575
1648749435.4754114,2852,0.004465739708393812
1648749435.512512,2854,0.0044921268709003925
1648749435.605394,2860,0.004572228528559208
1648749435.6713293,2864,0.004626421723514795
1648749435.6867893,2865,0.004640069790184498
1648749435.7030067,2866,0.004653758369386196
1648749435.7529957,2869,0.004695067182183266
1648749435.7687998,2870,0.004708917811512947
1648749435.8004382,2872,0.004736742004752159
1648749435.8326292,2874,0.004764731042087078
1648749435.8968408,2878,0.004821205511689186
1648749435.963604,2882,0.004878349602222443
1648749436.0088046,2885,0.004921651910990477
1648749436.024345,2886,0.004936170764267445
1648749436.0554245,2888,0.004965337924659252
1648749436.0716746,2889,0.004979986231774092
1648749436.1813674,2896,0.005083740223199129
1648749436.2118201,2898,0.005113779567182064
1648749436.2271447,2899,0.005128865595906973
1648749436.3681836,2908,0.005266658961772919
1648749436.4456847,2913,0.005344803910702467
1648749436.5390282,2919,0.005440109875053167
1648749436.5692103,2921,0.005472254939377308
1648749436.6164246,2924,0.0055208285339176655
1648749436.6314867,2925,0.005537115503102541
1648749436.6619828,2927,0.00556983333081007
1648749436.7072017,2930,0.005619273521006107
1648749436.8620563,2940,0.005787264555692673
1648749436.8771265,2941,0.005804337561130524
1648749437.0151808,2950,0.005960278213024139
1648749437.0945404,2955,0.006048714742064476
1648749437.3301666,2970,0.00632197642698884
1648749437.4397404,2977,0.006453690119087696
1648749437.4559004,2978,0.00647272914648056
1648749437.6053975,2987,0.006646626628935337
1648749437.7012136,2993,0.0067651462741196156
1648749437.720533,2994,0.006785104051232338
1648749437.8207538,3000,0.006906092632561922
1648749437.8692865,3003,0.006967393681406975
1648749438.0011141,3011,0.007133536972105503
1648749438.0319703,3013,0.007175687700510025
1648749438.065041,3015,0.007218088023364544
1648749438.111719,3018,0.007282158359885216
1648749438.190002,3023,0.007390209008008242
1648749438.205193,3024,0.007412010803818703
1648749438.3536425,3033,0.0076111434027552605
1648749438.4356685,3038,0.007724075112491846
1648749438.4863338,3041,0.007792636752128601
1648749438.5847652,3047,0.00793159194290638
1648749438.6488562,3051,0.008025601506233215
1648749438.6801472,3053,0.008073024451732635
1648749438.7106063,3055,0.00812072679400444
1648749438.9602432,3071,0.008512633852660656
1648749438.9747527,3072,0.008537746965885162
1648749438.9899986,3073,0.008562933653593063
1648749439.0341582,3076,0.008638941682875156
1648749439.157466,3084,0.008844943717122078
1648749439.1762943,3085,0.008871037513017654
1648749439.36318,3097,0.009190226905047894
1648749439.3784397,3098,0.009217338636517525
1648749439.4426293,3102,0.009326588362455368
1648749439.5116527,3106,0.009437133558094501
1648749439.5445552,3108,0.009492895565927029
1648749439.6711833,3116,0.009719260968267918
1648749439.7347357,3120,0.009834459982812405
1648749439.856588,3127,0.010039353743195534
1648749440.008875,3136,0.010309073142707348
1648749440.0382938,3138,0.010369988158345222
1648749440.0689886,3140,0.010431262664496899
1648749440.176436,3147,0.010648590512573719
1648749440.1934924,3148,0.010680004023015499
1648749440.223401,3150,0.010743111371994019
1648749440.241392,3151,0.010774804279208183
1648749440.2917788,3154,0.010870445519685745
1648749440.3087585,3155,0.01090251374989748
1648749440.4350767,3163,0.01116249244660139
1648749440.512008,3168,0.011328118853271008
1648749440.5297468,3169,0.011361537501215935
1648749440.6375742,3176,0.011598246172070503
1648749440.6991885,3180,0.01173571590334177
1648749440.8556166,3190,0.012086561881005764
1648749440.915111,3194,0.012229819782078266
1648749440.9625592,3197,0.012338375672698021
1648749441.1313844,3208,0.012744725681841373
1648749441.1785066,3211,0.012857852503657341
1648749441.254552,3216,0.013048633001744747
1648749441.3478312,3222,0.01328131090849638
1648749441.3791103,3224,0.013359787873923779
1648749441.6395984,3240,0.014004534110426903
1648749441.6713176,3242,0.014087284915149212
1648749441.6873846,3243,0.014128843322396278
1648749441.719354,3245,0.014212328940629959
1648749441.7372007,3246,0.014254256151616573
1648749441.8166375,3251,0.014465756714344025
1648749441.9855938,3261,0.014898218214511871
1648749442.0025651,3262,0.014942169189453125
1648749442.0334554,3264,0.015030460432171822
1648749442.0488777,3265,0.01507480163127184
1648749442.0972278,3268,0.015208611264824867
1648749442.2066743,3275,0.015525470487773418
1648749442.235631,3277,0.015617208555340767
1648749442.2508717,3278,0.015663281083106995
1648749443.964407,3293,0.016370898112654686
1648749444.0577843,3299,0.01666281558573246
1648749444.151496,3305,0.016959939152002335
1648749444.1827514,3307,0.01706015318632126
1648749444.2005174,3308,0.01711048185825348
1648749444.2520394,3311,0.01726236194372177
1648749444.2978146,3314,0.017415588721632957
1648749444.313357,3315,0.017466966062784195
1648749444.407265,3321,0.017778430134058
1648749444.5639746,3331,0.018309924751520157
1648749444.5795867,3332,0.018363941460847855
1648749444.6253784,3335,0.018526945263147354
1648749444.6410682,3336,0.018581602722406387
1648749444.7505972,3343,0.01896873489022255
1648749444.782333,3345,0.019080819562077522
1648749444.8442328,3349,0.019306978210806847
1648749444.8942704,3352,0.01947835274040699
1648749444.9094949,3353,0.019535815343260765
1648749444.9553611,3356,0.01970922388136387
1648749445.0498765,3362,0.020060669630765915
1648749445.129095,3367,0.02035832405090332
1648749445.2865946,3377,0.020966947078704834
1648749445.3174915,3379,0.021090837195515633
1648749445.3342693,3380,0.021153056994080544
1648749445.457296,3388,0.021657466888427734
1648749445.5037882,3391,0.021849706768989563
1648749445.6764932,3402,0.02256930246949196
1648749446.0362072,3425,0.024151407182216644
1648749446.368733,3446,0.02569260261952877
1648749446.384262,3447,0.025768397375941277
1648749446.6074033,3460,0.026774326339364052
1648749446.6587834,3463,0.027011984959244728
1648749446.7300045,3467,0.02733214944601059
1648749446.74768,3468,0.02741278149187565
1648749446.8523896,3474,0.02790159359574318
1648749446.9769092,3481,0.02848290093243122
1648749447.0152926,3483,0.028651202097535133
1648749447.0635865,3486,0.02890552207827568
1648749447.1712654,3493,0.029507745057344437
1648749447.233601,3497,0.029857490211725235
1648749447.341035,3504,0.03047954849898815
1648749447.4306285,3510,0.031023046001791954
1648749447.4776735,3513,0.03129841759800911
1648749447.50795,3515,0.03148335590958595
1648749447.692736,3527,0.032616160809993744
1648749447.7528055,3531,0.03300274908542633
1648749447.7848735,3533,0.033197756856679916
1648749448.0471225,3550,0.03490255028009415
1648749448.1094012,3554,0.035316236317157745
1648749448.2633483,3564,0.03637203574180603
1648749448.3103385,3567,0.036694884300231934
1648749448.4334192,3575,0.03756990283727646
1648749448.541619,3582,0.038352642208337784
1648749448.6691372,3590,0.03926719352602959
1648749448.7154973,3593,0.03961574286222458
1648749448.817341,3599,0.04032215103507042
1648749448.9444458,3607,0.04128366708755493
1648749448.9584699,3608,0.04140545427799225
1648749449.1130836,3618,0.04264329373836517
1648749449.143556,3620,0.04289526864886284
1648749449.2138522,3624,0.043403688818216324
1648749449.316338,3630,0.044177643954753876
1648749449.3679588,3633,0.04456978291273117
1648749449.4014978,3635,0.04483313858509064
1648749449.4183867,3636,0.04496540129184723
1648749449.4541948,3638,0.04523109644651413
1648749449.4899554,3640,0.04549835994839668
1648749449.5273757,3642,0.045767202973365784
1648749449.5732403,3645,0.046173449605703354
1648749449.6654289,3651,0.046996794641017914
1648749449.741423,3656,0.047694116830825806
1648749449.9032357,3666,0.04911996051669121
1648749449.9186323,3667,0.04926486685872078
1648749450.0797536,3677,0.050737667828798294
1648749450.3411155,3693,0.05318627506494522
1648749450.3719046,3695,0.053500544279813766
1648749450.3875794,3696,0.053658377379179
1648749450.419744,3698,0.053975436836481094
1648749450.4356768,3699,0.05413466691970825
1648749450.5200992,3704,0.054937902837991714
1648749450.568477,3707,0.055425550788640976
1648749450.6300929,3711,0.05608249083161354
1648749450.708711,3716,0.05691462382674217
1648749450.7269654,3717,0.05708252638578415
1648749450.7447295,3718,0.05725092440843582
1648749450.762111,3719,0.05741982161998749
1648749450.830863,3723,0.05810039862990379
1648749450.9094088,3728,0.05896247178316116
1648749450.9865375,3733,0.05983734130859375
1648749451.0511923,3737,0.060546569526195526
1648749451.144619,3743,0.06162621080875397
1648749451.191915,3746,0.062173228710889816
1648749452.7603388,3753,0.0634685605764389
1648749452.7917936,3755,0.06384358555078506
1648749452.9178493,3763,0.0653659850358963
1648749452.9505901,3765,0.06575222313404083
1648749453.1409202,3777,0.06811805814504623
1648749453.4926567,3799,0.07267871499061584
1648749453.5250514,3801,0.07310816645622253
1648749453.638329,3808,0.07463131844997406
1648749453.7504518,3815,0.07618620246648788
1648749453.8447065,3821,0.07754471898078918
1648749453.939915,3827,0.07892746478319168
1648749453.9568527,3828,0.07916030287742615
1648749454.083781,3836,0.08104794472455978
1648749454.098881,3837,0.08128704130649567
1648749454.2105548,3844,0.08298059552907944
1648749454.3048337,3850,0.08446026593446732
1648749454.3977857,3856,0.0859663262963295
1648749454.5987113,3869,0.08932221680879593
1648749454.6467586,3872,0.09011507034301758
1648749454.6615882,3873,0.09038092195987701
1648749454.6927118,3875,0.09091497212648392
1648749454.7547195,3879,0.09199254959821701
1648749454.7997987,3882,0.09280911087989807
1648749454.8803828,3887,0.09418618679046631
1648749454.9133537,3889,0.09474271535873413
1648749455.0924554,3900,0.09786295890808105
1648749455.1390302,3903,0.098731629550457
1648749455.264864,3911,0.10108596086502075
1648749455.3955367,3919,0.10349643230438232
1648749455.425568,3921,0.10410797595977783
1648749455.4557502,3923,0.10472314059734344
1648749455.5672019,3930,0.10690496116876602
1648749455.582954,3931,0.10722034424543381
1648749455.6780045,3937,0.10913224518299103
1648749455.7263434,3940,0.11010094732046127
1648749455.9770823,3956,0.11541443318128586
1648749456.0587437,3961,0.11712691932916641
1648749456.119163,3965,0.11851517856121063
1648749456.276534,3975,0.12205825746059418
1648749456.3086655,3977,0.122779481112957
1648749456.3237906,3978,0.12314169108867645
1648749456.4496229,3986,0.12607809901237488
1648749456.5286934,3991,0.1279488056898117
1648749456.5592463,3993,0.12870484590530396
1648749456.6104374,3996,0.12984727323055267
1648749456.6568086,3999,0.1309998482465744
1648749456.8559482,4012,0.1361137181520462
1648749456.9803638,4020,0.1393594592809677
1648749457.011713,4022,0.14018291234970093
1648749457.0754297,4026,0.14184445142745972
1648749457.121234,4029,0.14310352504253387
1648749457.1704874,4032,0.14437375962734222
1648749457.2974415,4040,0.147816464304924
1648749457.3423867,4043,0.14912854135036469
1648749457.3914244,4046,0.15045225620269775
1648749457.5535748,4056,0.1549501121044159
1648749457.7151637,4066,0.15958243608474731
1648749457.871683,4076,0.16435323655605316
1648749457.936121,4080,0.16630125045776367
1648749458.0277739,4086,0.16926665604114532
1648749458.061082,4088,0.17026683688163757
1648749458.0766432,4089,0.17076914012432098
1648749458.1220315,4092,0.17228494584560394
1648749458.1710403,4095,0.17381420731544495
1648749458.1864398,4096,0.17432698607444763
1648749458.201999,4097,0.1748412549495697
1648749458.2172205,4098,0.17535705864429474
1648749458.248832,4100,0.17639321088790894
1648749458.2807245,4102,0.177435502409935
1648749458.295975,4103,0.17795895040035248
1648749458.3422937,4106,0.1795385777950287
1648749458.3745584,4108,0.18059945106506348
1648749458.4356024,4112,0.18274003267288208
1648749458.5289464,4118,0.1859985589981079
1648749458.7313364,4131,0.19325944781303406
1648749458.8561609,4139,0.19786787033081055
1648749458.8715878,4140,0.19845159351825714
1648749458.8870645,4141,0.19903704524040222
1648749458.9338634,4144,0.20080377161502838
1648749458.9489172,4145,0.2013961523771286
1648749458.9798338,4147,0.20258617401123047
1648749459.0572155,4152,0.205592080950737
1648749459.0873044,4154,0.20680689811706543
1648749459.1167831,4156,0.2080288976430893
1648749459.1484687,4158,0.20925810933113098
1648749459.1637213,4159,0.2098754346370697
1648749459.1939318,4161,0.21111556887626648
1648749459.3181057,4169,0.21614977717399597
1648749459.3331263,4170,0.2167874425649643
1648749459.3796892,4173,0.218711718916893
1648749459.548624,4184,0.22591473162174225
1648749459.7495046,4197,0.23473383486270905
1648749459.7644475,4198,0.23542632162570953
1648749459.7970655,4200,0.23681741952896118
1648749459.967311,4211,0.24461671710014343
1648749460.001036,4213,0.24606212973594666
1648749460.0808973,4218,0.24971312284469604
1648749461.5784533,4221,0.2519296705722809
1648749461.608545,4223,0.25341829657554626
1648749461.6546035,4226,0.25566771626472473
1648749461.687118,4228,0.2571784257888794
1648749461.7330346,4231,0.25946125388145447
1648749461.7483215,4232,0.26022666692733765
1648749461.8275871,4237,0.26408782601356506
1648749461.8435752,4238,0.2648669183254242
1648749461.984792,4247,0.271982878446579
1648749462.0173268,4249,0.27358999848365784
1648749462.1559808,4258,0.28094032406806946
1648749462.2817914,4266,0.2876395583152771
1648749462.56235,4284,0.30330273509025574
1648749462.5925667,4286,0.3050949275493622
1648749462.6079679,4287,0.3059949576854706
1648749462.6384847,4289,0.30780306458473206
1648749462.6561716,4290,0.30871108174324036
1648749462.6870725,4292,0.3105352222919464
1648749462.7023869,4293,0.31145134568214417
1648749462.717383,4294,0.3123701512813568
1648749462.795527,4299,0.3170049786567688
1648749462.8887923,4305,0.32265767455101013
1648749462.9348805,4308,0.32552170753479004
1648749463.0517945,4315,0.3323037028312683
1648749463.0668972,4316,0.33328402042388916
1648749463.081939,4317,0.3342672288417816
1648749463.1288505,4320,0.3372343182563782
1648749463.2379901,4327,0.3442603349685669
1648749463.484569,4343,0.3608744144439697
1648749463.5172591,4345,0.3630067706108093
1648749463.5336714,4346,0.3640776574611664
1648749463.5476947,4347,0.36515170335769653
1648749463.5942428,4350,0.3683929443359375
1648749463.6096377,4351,0.3694797158241272
1648749463.6414874,4353,0.3716629445552826
1648749463.6565871,4354,0.3727593719959259
1648749463.6718113,4355,0.3738590478897095
1648749463.7015858,4357,0.376068115234375
1648749463.8571677,4367,0.3873108923435211
1648749463.8727312,4368,0.38845348358154297
1648749464.1333218,4385,0.40840157866477966
1648749464.2586508,4393,0.4181402325630188
1648749464.4278295,4404,0.4319112002849579
1648749464.4734375,4407,0.4357450008392334
1648749464.521514,4410,0.43961283564567566
1648749464.5508528,4412,0.44221043586730957
1648749464.673252,4420,0.45275530219078064
1648749464.6883297,4421,0.45409095287323
1648749464.7200375,4423,0.45677411556243896
1648749464.735267,4424,0.458121657371521
1648749464.794864,4428,0.4635516107082367
1648749464.8257818,4430,0.4662906527519226
1648749465.0019433,4441,0.48164740204811096
1648749465.0327716,4443,0.4844933748245239
1648749465.079695,4446,0.4887939393520355
1648749465.2191417,4455,0.5019259452819824
1648749465.234041,4456,0.5034067034721375
1648749465.2665932,4458,0.5063812732696533
1648749465.2813678,4459,0.5078750848770142
1648749465.4209936,4468,0.5215197801589966
1648749465.4362857,4469,0.523058295249939
1648749465.4519596,4470,0.524601399898529
1648749465.4672873,4471,0.5261489748954773
1648749465.5163991,4474,0.530819296836853
1648749465.5471473,4476,0.5339558124542236
1648749465.562244,4477,0.5355310440063477
1648749465.6405082,4482,0.5434770584106445
1648749465.6557353,4483,0.5450803637504578
1648749465.6705654,4484,0.546688437461853
1648749465.7027903,4486,0.5499187111854553
1648749465.7174113,4487,0.5515410304069519
1648749465.7930357,4492,0.5597246289253235
1648749465.948087,4502,0.5764579176902771
1648749465.9639368,4503,0.5781584978103638
1648749466.0569968,4509,0.5884679555892944
1648749466.0719855,4510,0.5902040004730225
1648749466.134731,4514,0.5971994400024414
1648749466.2253778,4520,0.6078484654426575
1648749466.2571104,4522,0.611440122127533
1648749466.2725022,4523,0.6132439374923706
1648749466.3185833,4526,0.6186873316764832
1648749466.3508263,4528,0.6223430633544922
1648749466.3957205,4531,0.6278672218322754
1648749466.6652195,4548,0.66010981798172
1648749466.7288504,4552,0.6679338812828064
1648749466.7912216,4556,0.6758506894111633
1648749466.8072493,4557,0.6778444647789001
1648749466.8719225,4561,0.6858787536621094
1648749466.9500825,4566,0.6960555911064148
1648749467.121399,4577,0.7189793586730957
1648749467.336995,4591,0.7492501735687256
1648749467.3520148,4592,0.7514605522155762
1648749467.3821647,4594,0.7559008002281189
1648749467.4309525,4597,0.7626104950904846
1648749467.5587876,4605,0.7807955145835876
1648749467.739479,4616,0.8065100908279419
1648749467.842372,4622,0.8208914399147034
1648749467.8875606,4625,0.8281779289245605
1648749467.936012,4628,0.8355291485786438
1648749468.0755553,4637,0.8579766750335693
1648749468.0902352,4638,0.8605077862739563
1648749468.1828015,4644,0.8758519291877747
1648749468.1980858,4645,0.8784357905387878
1648749468.2610996,4649,0.8888475894927979
1648749468.3212626,4653,0.8993827700614929
1648749468.368778,4656,0.9073660373687744
1648749468.530828,4666,0.9344922304153442
1648749468.5784416,4669,0.9427871108055115
1648749468.593129,4670,0.9455684423446655
1648749468.6086583,4671,0.9483579397201538
1648749468.6236787,4672,0.9511556625366211
1648749468.653884,4674,0.9567759037017822
1648749468.7813015,4682,0.9795909523963928
1648749468.8714228,4688,0.9970585703849792
1648749468.8849952,4689,1.0
